Timestamp,Potencia activa ADT02,Caudal Turbinado,Nivel de cota de embalse,Temperatura aceite caliente cojinete axial,Temperatura aceite frio cojinete axial,Temperatura entrada agua enfriam. aceite,Temperatura salida agua  enfriam. aceite,Temperatura bobinado fase U,Temperatura bobinado fase V,Temperatura bobinado fase W,Apertura Distribuidor,Temperatura metal cojinete Axial x1,Temperatura metal cojinete Axial x2,Temperatura metal cojinete Axial x3,Temperatura metal cojinete Axial x4,Temperatura metal cojinete Axial x5,Temperatura metal cojinete Axial x6,Temperatura metal cojinete Axial x7,Temperatura metal cojinete Axial x8,Temperatura metal cojinete Axial x9,Temperatura metal cojinete Axial x10,Temperatura metal cojinete Axial x11,Temperatura metal cojinete Axial x12,Vibracion absoluta superior X,Vibracion absoluta turbina X,Vibracion relativa inferior X,Vibracion relativa inferior Y,Vibracion relativa superior X,Vibracion relativa superior Y,Vibracion relativa turbina X,Vibracion relativa turbina Y
2024-07-01T18:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9663781,0.5392299,212.695343,214.349884,217.678329,189.8336,292.1926,297.6628
2024-07-01T19:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9518353,0.544048548,211.824448,210.5432,214.83667,191.115463,292.776184,305.89325
2024-07-01T19:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.937292457,0.5488672,209.790482,209.510529,216.776489,191.340958,283.3769,291.5829
2024-07-01T20:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9227496,0.553685844,210.927078,211.214737,216.367584,190.735153,288.736725,293.41864
2024-07-01T20:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9156699,0.5585045,210.525574,211.118256,216.599152,191.151169,285.116638,299.23053
2024-07-01T21:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.913649261,0.5633232,210.237885,211.022415,213.35112,188.099152,288.6086,285.422
2024-07-01T21:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.911628544,0.5681418,209.862427,207.9704,214.9596,188.958,285.799072,291.367645
2024-07-01T22:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9096078,0.5729605,207.444046,207.054245,213.900986,189.255615,290.8023,293.385
2024-07-01T22:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9075871,0.5702746,210.642487,209.61705,215.463623,189.499512,290.461365,297.447266
2024-07-01T23:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9055664,0.566447556,208.68782,208.547775,215.995178,189.405228,287.734467,295.1061
2024-07-01T23:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.9035457,0.5626205,209.509613,207.386414,211.963364,189.694458,281.3871,285.87027
2024-07-02T00:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.901524961,0.5587935,207.305969,205.757935,215.13829,187.828033,291.392944,298.99176
2024-07-02T00:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.899504244,0.55496645,205.7767,205.425568,214.224442,189.388824,283.742,289.5363
2024-07-02T01:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.8974836,0.5511394,207.515656,206.757339,213.72319,189.187531,282.430237,295.216431
2024-07-02T01:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.8954629,0.5473124,208.551453,207.726425,215.73288,189.4675,293.9799,297.187225
2024-07-02T02:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.893442154,0.543485343,207.205032,204.176743,213.821289,189.163147,284.1383,286.566071
2024-07-02T02:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.253446579,0.167654619,0.12197306,0.11864052,0.163247079,0.131378353,0.0898037851,0.08427768
2024-07-02T03:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.242835969,0.153444082,0.119805969,0.141681969,0.237537354,0.194303527,0.09049094,0.06775948
2024-07-02T03:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.232225344,0.153694153,0.117638871,0.164723426,0.2705949,0.234842181,0.0868486241,0.24766162
